{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8925217}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.075741865}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.010621643}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9591213}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.019150373}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.012851951}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99999833}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:1.6051574e-06}  {Name:n02077923 sea lion, Probability:6.019911e-08}
{Name:n02363005 beaver, Probability:0.5531755}  {Name:n02116738 African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus, Probability:0.049360357}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.03310584}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.52513003}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.37808478}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.04999787}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02493793 spider monkey, Ateles geoffroyi, Probability:0.61989254}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.30050865}  {Name:n02483362 gibbon, Hylobates lar, Probability:0.014533388}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6776789}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.31964487}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.0016073703}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.97976387}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.020204682}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:2.2211345e-05}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.998701}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0008447865}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.00019481411}
{Name:n02444819 otter, Probability:0.13365787}  {Name:n01873310 platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus, Probability:0.13028382}  {Name:n01883070 wombat, Probability:0.0820106}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9758381}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.023248263}  {Name:n02441942 weasel, Probability:0.0002835176}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9161871}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0630446}  {Name:n01883070 wombat, Probability:0.01019984}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99519205}  {Name:n02125311 cougar, puma, catamount, mountain lion, painter, panther, Felis concolor, Probability:0.0032847822}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0008962093}
{Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.35060486}  {Name:n02504013 Indian elephant, Elephas maximus, Probability:0.23076528}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.13643345}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.93063027}  {Name:n02444819 otter, Probability:0.017404329}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.011480587}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.999858}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.00014181089}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:9.351791e-08}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.8556259}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.07911974}  {Name:n02107683 Bernese mountain dog, Probability:0.028293}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.34365737}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.19551432}  {Name:n02361337 marmot, Probability:0.15673427}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99718755}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.001636996}  {Name:n02112137 chow, chow chow, Probability:0.00040421542}
{Name:n02492660 howler monkey, howler, Probability:0.36060452}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.23201431}  {Name:n02500267 indri, indris, Indri indri, Indri brevicaudatus, Probability:0.09389717}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.999884}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:4.8884933e-05}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:2.4507648e-05}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9872804}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.010130901}  {Name:n01883070 wombat, Probability:0.0016480696}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9984101}  {Name:n02099601 golden retriever, Probability:0.0002268578}  {Name:n02112137 chow, chow chow, Probability:0.00020272935}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9968008}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0019014208}  {Name:n02117135 hyena, hyaena, Probability:0.0012313689}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9984003}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0008282449}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.00027337763}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9992594}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.00023275944}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.00021081956}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.98308116}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.010204046}  {Name:n02112137 chow, chow chow, Probability:0.0010472197}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.93563724}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.058906525}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0036951404}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.7293228}  {Name:n02056570 king penguin, Aptenodytes patagonica, Probability:0.2030317}  {Name:n02483362 gibbon, Hylobates lar, Probability:0.007141265}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99936897}  {Name:n02486410 baboon, Probability:0.00039832236}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.00014409162}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9999857}  {Name:n02104029 kuvasz, Probability:7.350308e-06}  {Name:n02099601 golden retriever, Probability:3.040118e-06}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99590755}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0016431181}  {Name:n02115641 dingo, warrigal, warragal, Canis dingo, Probability:0.0008770494}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.55241627}  {Name:n02074367 dugong, Dugong dugon, Probability:0.4305596}  {Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.010870778}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99960834}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.00014603311}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.00012154069}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99936026}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00063067244}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:1.8578763e-06}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9919402}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0023525013}  {Name:n02114367 timber wolf, grey wolf, gray wolf, Canis lupus, Probability:0.0017158297}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99357694}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.004523088}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0011561984}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9998441}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00015343176}  {Name:n02099712 Labrador retriever, Probability:1.2277875e-06}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.27733636}  {Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.24777737}  {Name:n02093991 Irish terrier, Probability:0.09713776}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9999949}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:2.8967474e-06}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:2.0008354e-06}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.36417386}  {Name:n09288635 geyser, Probability:0.052085362}  {Name:n01498041 stingray, Probability:0.042672005}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9868602}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.012242019}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00089560385}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6554748}  {Name:n02106550 Rottweiler, Probability:0.29920262}  {Name:n02107908 Appenzeller, Probability:0.01697219}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9923165}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.006282627}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0006228187}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.8447619}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.15190387}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.000745963}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.97665876}  {Name:n02074367 dugong, Dugong dugon, Probability:0.020517487}  {Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.0017865105}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8964958}  {Name:n02113712 miniature poodle, Probability:0.025659926}  {Name:n02112137 chow, chow chow, Probability:0.019230073}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9882238}  {Name:n02363005 beaver, Probability:0.0025937972}  {Name:n02129165 lion, king of beasts, Panthera leo, Probability:0.0016015973}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99936455}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0006219642}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:3.120544e-06}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.9999709}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:2.8783068e-05}  {Name:n02488702 colobus, colobus monkey, Probability:1.3811595e-07}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9951443}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.0025156315}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0012795079}
{Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.2852395}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.22894405}  {Name:n01774750 tarantula, Probability:0.15798095}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.999469}  {Name:n02104029 kuvasz, Probability:0.0003045693}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:5.2919393e-05}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99967444}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.00022776698}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:7.21921e-05}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99889886}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.00062329747}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.00025117508}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99974114}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.00023597939}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:1.818831e-05}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9999896}  {Name:n02104029 kuvasz, Probability:3.2858288e-06}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:3.0827969e-06}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9208893}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.07872604}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0003674613}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.83013165}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.15769686}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0041011493}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9999304}  {Name:n01819313 sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita, Probability:3.2960776e-05}  {Name:n02104029 kuvasz, Probability:9.899158e-06}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.60452765}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.17823848}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.07449796}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.64226043}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.33994713}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.015219036}
