{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8925217}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.075741865}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.010621643}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9513603}  {Name:n01883070 wombat, Probability:0.02118047}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.015023914}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99988735}  {Name:n02077923 sea lion, Probability:8.009915e-05}  {Name:n01695060 Komodo dragon, Komodo lizard, dragon lizard, giant lizard, Varanus komodoensis, Probability:2.355991e-05}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99898547}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.000703812}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.00027506638}
{Name:n02444819 otter, Probability:0.40290883}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.07940066}  {Name:n01883070 wombat, Probability:0.04719481}
{Name:n02106550 Rottweiler, Probability:0.44295952}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.16304989}  {Name:n02096051 Airedale, Airedale terrier, Probability:0.0788124}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9999343}  {Name:n02077923 sea lion, Probability:6.2543135e-05}  {Name:n02444819 otter, Probability:1.1091317e-06}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9946681}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0028476499}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0024572401}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9777518}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.0128008425}  {Name:n02125311 cougar, puma, catamount, mountain lion, painter, panther, Felis concolor, Probability:0.0031455492}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02486410 baboon, Probability:0.33964512}  {Name:n02113799 standard poodle, Probability:0.11668233}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.10213003}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99776185}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0017872734}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.00025280073}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.96095634}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.035697628}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0012533118}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.91751426}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.03216574}  {Name:n02117135 hyena, hyaena, Probability:0.022251636}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.9289967}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.07092656}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:7.246192e-05}
{Name:n03594945 jeep, landrover, Probability:0.16448934}  {Name:n02093991 Irish terrier, Probability:0.06663261}  {Name:n02100877 Irish setter, red setter, Probability:0.053867258}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9997036}  {Name:n02074367 dugong, Dugong dugon, Probability:9.464171e-05}  {Name:n01498041 stingray, Probability:7.923252e-05}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9999869}  {Name:n02361337 marmot, Probability:4.218179e-06}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:2.609966e-06}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.98124963}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.015478927}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0025036244}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9815041}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.011751648}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.006147586}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99999285}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:3.7235677e-06}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:2.8773336e-06}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9955787}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.004382575}  {Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:1.8937073e-05}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9997793}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0001224489}  {Name:n02077923 sea lion, Probability:6.529088e-05}
{Name:n02077923 sea lion, Probability:0.35236347}  {Name:n01697457 African crocodile, Nile crocodile, Crocodylus niloticus, Probability:0.271623}  {Name:n02444819 otter, Probability:0.0738106}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9999614}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:1.576134e-05}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:8.236458e-06}
{Name:n02096294 Australian terrier, Probability:0.44737753}  {Name:n02094258 Norwich terrier, Probability:0.11427808}  {Name:n02112018 Pomeranian, Probability:0.042700768}
{Name:n02117135 hyena, hyaena, Probability:0.14355351}  {Name:n02127052 lynx, catamount, Probability:0.13270871}  {Name:n02137549 mongoose, Probability:0.13018459}
{Name:n02105505 komondor, Probability:0.47707325}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.38819382}  {Name:n02098105 soft-coated wheaten terrier, Probability:0.066149555}
{Name:n04251144 snorkel, Probability:0.45489028}  {Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.1582771}  {Name:n10565667 scuba diver, Probability:0.09707709}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.5165772}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.48141378}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0016678281}
{Name:n02504013 Indian elephant, Elephas maximus, Probability:0.45233038}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.15849802}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.1527325}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02077923 sea lion, Probability:0.3481509}  {Name:n02093754 Border terrier, Probability:0.16392294}  {Name:n02098105 soft-coated wheaten terrier, Probability:0.11428744}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99887305}  {Name:n02112137 chow, chow chow, Probability:0.00076361577}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:6.603602e-05}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.63064903}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.11082975}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.04173735}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.92440116}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.053464096}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.012115754}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9999989}  {Name:n02077923 sea lion, Probability:4.6854294e-07}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:2.8837007e-07}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9999987}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:6.476969e-07}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:5.3863465e-07}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9913799}  {Name:n02077923 sea lion, Probability:0.0041411486}  {Name:n01664065 loggerhead, loggerhead turtle, Caretta caretta, Probability:0.00093140884}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9997342}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00026537312}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:9.670852e-08}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9988986}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0010769508}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:1.7208558e-05}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.91928357}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.02975994}  {Name:n02137549 mongoose, Probability:0.027733048}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.96563476}  {Name:n02096051 Airedale, Airedale terrier, Probability:0.011725013}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.00708276}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.7637083}  {Name:n01883070 wombat, Probability:0.16082333}  {Name:n02410509 bison, Probability:0.023259077}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9853119}  {Name:n02074367 dugong, Dugong dugon, Probability:0.0059585026}  {Name:n02077923 sea lion, Probability:0.0025407649}
{Name:n02790996 barbell, Probability:0.105688885}  {Name:n03255030 dumbbell, Probability:0.06424014}  {Name:n04204347 shopping cart, Probability:0.060649175}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99999905}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:8.4135695e-07}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:5.5766733e-08}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.9369934}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.062987775}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:1.8464047e-05}
{Name:n09246464 cliff, drop, drop-off, Probability:0.88340306}  {Name:n03743016 megalith, megalithic structure, Probability:0.06499456}  {Name:n03042490 cliff dwelling, Probability:0.017455986}
{Name:n01882714 koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus, Probability:0.99999654}  {Name:n02500267 indri, indris, Indri indri, Indri brevicaudatus, Probability:2.984649e-06}  {Name:n01883070 wombat, Probability:2.281044e-07}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9910286}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0065762554}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0014921937}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9999989}  {Name:n02077923 sea lion, Probability:4.8608626e-07}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:2.4608224e-07}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8355807}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.14122145}  {Name:n01883070 wombat, Probability:0.012201078}
{Name:n02117135 hyena, hyaena, Probability:0.22483282}  {Name:n02361337 marmot, Probability:0.21056649}  {Name:n02130308 cheetah, chetah, Acinonyx jubatus, Probability:0.11276307}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9663159}  {Name:n02444819 otter, Probability:0.015597652}  {Name:n02363005 beaver, Probability:0.004360377}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99999106}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:6.556496e-06}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:1.9986421e-06}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9990127}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.00030763156}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.00021564681}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.999962}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:3.381213e-05}  {Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:2.4060305e-06}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9817622}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.016088134}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.00040649308}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9999738}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:1.6192067e-05}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:4.027784e-06}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.4368365}  {Name:n02077923 sea lion, Probability:0.36425722}  {Name:n02444819 otter, Probability:0.18380237}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.91738564}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.068439476}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0044210455}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99435186}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.002408276}  {Name:n01883070 wombat, Probability:0.0012928072}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02526121 eel, Probability:0.40127015}  {Name:n02077923 sea lion, Probability:0.2375278}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.15374725}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.999997}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:1.3882033e-06}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:1.0579683e-06}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9906533}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.008246466}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0008270254}
