{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.4817549}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.14458753}  {Name:n02111277 Newfoundland, Newfoundland dog, Probability:0.09241017}
{Name:n03042490 cliff dwelling, Probability:0.64300555}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.19421631}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.04618562}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.91813385}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.065467715}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0148445405}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9713189}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.012881366}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.010060328}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9449307}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.05504595}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:1.4614051e-05}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9971103}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.001085082}  {Name:n02105056 groenendael, Probability:0.0008381601}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9544659}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.021678561}  {Name:n02105056 groenendael, Probability:0.003962799}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9883866}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.01078214}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00055512576}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9836923}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.011161532}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0049311914}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99911934}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0008018542}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:7.0982074e-05}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.86738557}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.10946512}  {Name:n02492660 howler monkey, howler, Probability:0.012201757}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9810916}  {Name:n02105056 groenendael, Probability:0.010074704}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0021950377}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.46765205}  {Name:n02492660 howler monkey, howler, Probability:0.32364318}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.059631657}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.69346154}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.18402489}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.055026222}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99256516}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0072338018}  {Name:n02105056 groenendael, Probability:8.9062516e-05}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.55591685}  {Name:n02097130 giant schnauzer, Probability:0.0690695}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.023115844}
{Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.2669371}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.21233891}  {Name:n02939185 caldron, cauldron, Probability:0.105024904}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.6729602}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.25729427}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.01455357}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.98289996}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.015226515}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0018594768}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.39865336}  {Name:n02102973 Irish water spaniel, Probability:0.24599162}  {Name:n02113799 standard poodle, Probability:0.14911398}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.98107934}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.017894978}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.0006533318}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99875486}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.00066420244}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00049610966}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8960149}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.08908392}  {Name:n01883070 wombat, Probability:0.0066416264}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6575529}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.3422549}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00011497327}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.7523196}  {Name:n02105056 groenendael, Probability:0.04655073}  {Name:n02111277 Newfoundland, Newfoundland dog, Probability:0.040886544}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8813685}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.09413267}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.011829542}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9764191}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.02000925}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0033390247}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.96009356}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.016692048}  {Name:n02410509 bison, Probability:0.0065475376}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99924767}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00030329154}  {Name:n02104365 schipperke, Probability:0.00021601723}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.5932732}  {Name:n02097130 giant schnauzer, Probability:0.15632494}  {Name:n02104365 schipperke, Probability:0.07020761}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.971329}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.006621292}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0061147767}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9920117}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.004169105}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0030450905}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.996214}  {Name:n01883070 wombat, Probability:0.0013856812}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.00092117186}
{Name:n01877812 wallaby, brush kangaroo, Probability:0.26011384}  {Name:n02174001 rhinoceros beetle, Probability:0.09975457}  {Name:n02493793 spider monkey, Ateles geoffroyi, Probability:0.0920626}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.77887815}  {Name:n02500267 indri, indris, Indri indri, Indri brevicaudatus, Probability:0.058584344}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0330851}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99802893}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0016848983}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00025567893}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.90985316}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.084491625}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.0017607147}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.73410225}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.18184657}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.07359791}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.7269402}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0839866}  {Name:n02099267 flat-coated retriever, Probability:0.057542976}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99709535}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.000715988}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0006529884}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9915906}  {Name:n02105056 groenendael, Probability:0.0057016974}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0024418377}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.7880031}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.13802274}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.034139767}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.950501}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.020739576}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.007201176}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.63185656}  {Name:n02104365 schipperke, Probability:0.14448899}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.08995651}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9917567}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0081768865}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:5.9507405e-05}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9790756}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0072755595}  {Name:n01883070 wombat, Probability:0.0066678384}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9841059}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.008794881}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0032805635}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8087056}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.097050816}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.04575791}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8074977}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.08028914}  {Name:n01883070 wombat, Probability:0.047603644}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.81394434}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.13778828}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.032779753}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02104365 schipperke, Probability:0.29325756}  {Name:n02105056 groenendael, Probability:0.12851012}  {Name:n02093256 Staffordshire bullterrier, Staffordshire bull terrier, Probability:0.081748106}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.39165726}  {Name:n02480855 gorilla, Gorilla gorilla, Probability:0.17240982}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.11979918}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.80425453}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.09090217}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.029378315}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6790512}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.10615271}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.10153554}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8185204}  {Name:n02107142 Doberman, Doberman pinscher, Probability:0.1292622}  {Name:n02106550 Rottweiler, Probability:0.015662123}
