{Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.35942364}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.21924742}  {Name:n02104029 kuvasz, Probability:0.2172781}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.9998184}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:4.591825e-05}  {Name:n02123597 Siamese cat, Siamese, Probability:1.7197732e-05}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.98871696}  {Name:n04399382 teddy, teddy bear, Probability:0.009779634}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0011705688}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.3387202}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.17730911}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.104442425}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9762123}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.013212422}  {Name:n02125311 cougar, puma, catamount, mountain lion, painter, panther, Felis concolor, Probability:0.0022224167}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.42202318}  {Name:n01484850 great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias, Probability:0.07711641}  {Name:n02894605 breakwater, groin, groyne, mole, bulwark, seawall, jetty, Probability:0.042606164}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9998994}  {Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:4.9187227e-05}  {Name:n02074367 dugong, Dugong dugon, Probability:1.0033251e-05}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.6143282}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.08070423}  {Name:n02119022 red fox, Vulpes vulpes, Probability:0.04177435}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.40333933}  {Name:n02410509 bison, Probability:0.35188672}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.17105193}
{Name:n02074367 dugong, Dugong dugon, Probability:0.5750232}  {Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.0934022}  {Name:n10565667 scuba diver, Probability:0.08199641}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.9983814}  {Name:n02500267 indri, indris, Indri indri, Indri brevicaudatus, Probability:0.00040930117}  {Name:n02106166 Border collie, Probability:0.00027664713}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02074367 dugong, Dugong dugon, Probability:0.3689938}  {Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.2866741}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.09311394}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.80782}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.070200175}  {Name:n02480855 gorilla, Gorilla gorilla, Probability:0.027852796}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9980026}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0008222684}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.0008170452}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9995696}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.00015984915}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:8.398656e-05}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.96353835}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.036097057}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.00020435022}
{Name:n04326547 stone wall, Probability:0.4647256}  {Name:n09332890 lakeside, lakeshore, Probability:0.039718278}  {Name:n03930313 picket fence, paling, Probability:0.035090506}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.38290086}  {Name:n02111889 Samoyed, Samoyede, Probability:0.10391003}  {Name:n02098105 soft-coated wheaten terrier, Probability:0.07488835}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9600656}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.036120474}  {Name:n02492035 capuchin, ringtail, Cebus capucinus, Probability:0.0013438915}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9810074}  {Name:n02444819 otter, Probability:0.008142918}  {Name:n02363005 beaver, Probability:0.0068650725}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n01697457 African crocodile, Nile crocodile, Crocodylus niloticus, Probability:0.09279618}  {Name:n02363005 beaver, Probability:0.06261536}  {Name:n02361337 marmot, Probability:0.03972321}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.78196377}  {Name:n02074367 dugong, Dugong dugon, Probability:0.15230238}  {Name:n01484850 great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias, Probability:0.055053163}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9260223}  {Name:n02410509 bison, Probability:0.022060404}  {Name:n02099849 Chesapeake Bay retriever, Probability:0.012195303}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9896589}  {Name:n02111500 Great Pyrenees, Probability:0.0032593557}  {Name:n02104029 kuvasz, Probability:0.002256678}
{Name:n02410509 bison, Probability:0.35237038}  {Name:n02408429 water buffalo, water ox, Asiatic buffalo, Bubalus bubalis, Probability:0.32154784}  {Name:n02397096 warthog, Probability:0.049110096}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6073728}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.15333258}  {Name:n02111277 Newfoundland, Newfoundland dog, Probability:0.09545219}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.999788}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.00017050323}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:2.6743426e-05}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9016533}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.027769562}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.024755523}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9999641}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:1.7010843e-05}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:1.08870845e-05}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.91457427}  {Name:n02093991 Irish terrier, Probability:0.01723421}  {Name:n02096294 Australian terrier, Probability:0.012675379}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.895537}  {Name:n02104029 kuvasz, Probability:0.03970972}  {Name:n02111500 Great Pyrenees, Probability:0.024493046}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99607074}  {Name:n02099712 Labrador retriever, Probability:0.0012508957}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0009227821}
{Name:n02098105 soft-coated wheaten terrier, Probability:0.30562675}  {Name:n02095570 Lakeland terrier, Probability:0.2010989}  {Name:n02096051 Airedale, Airedale terrier, Probability:0.09698556}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.955437}  {Name:n02074367 dugong, Dugong dugon, Probability:0.024883674}  {Name:n01484850 great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias, Probability:0.013100889}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9663788}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.021805925}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.009070249}
{Name:n01871265 tusker, Probability:0.2330156}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.12769662}  {Name:n02504013 Indian elephant, Elephas maximus, Probability:0.07532564}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.5860953}  {Name:n02486410 baboon, Probability:0.06249536}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.06192404}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.7580217}  {Name:n02096051 Airedale, Airedale terrier, Probability:0.118352085}  {Name:n04399382 teddy, teddy bear, Probability:0.057091065}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.98117995}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.011488497}  {Name:n02099601 golden retriever, Probability:0.0017608572}
{Name:n01877812 wallaby, brush kangaroo, Probability:0.32401255}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.26291138}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.100286655}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.40885848}  {Name:n02106382 Bouvier des Flandres, Bouviers des Flandres, Probability:0.09020331}  {Name:n02105251 briard, Probability:0.089314096}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.54119027}  {Name:n01484850 great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias, Probability:0.13281779}  {Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.11094822}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9374655}  {Name:n02410509 bison, Probability:0.03921009}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.014052437}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02117135 hyena, hyaena, Probability:0.6976389}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.14241588}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.06561913}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9627854}  {Name:n02129165 lion, king of beasts, Panthera leo, Probability:0.011917839}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.007938947}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.8846948}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.09645956}  {Name:n02137549 mongoose, Probability:0.0027287873}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.93092996}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.031524535}  {Name:n02412080 ram, tup, Probability:0.0066896263}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9996493}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.00015340623}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.00012686232}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8313032}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.15107627}  {Name:n02410509 bison, Probability:0.0114023285}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99935514}  {Name:n02104029 kuvasz, Probability:0.0004403646}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.00013847783}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99720347}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.0016907967}  {Name:n02104029 kuvasz, Probability:0.00054294954}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9936532}  {Name:n02111500 Great Pyrenees, Probability:0.003219376}  {Name:n02104029 kuvasz, Probability:0.0012312394}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9645162}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.015090702}  {Name:n02104029 kuvasz, Probability:0.014532306}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.96097946}  {Name:n02104029 kuvasz, Probability:0.01103092}  {Name:n02111500 Great Pyrenees, Probability:0.010521852}
{Name:n04606251 wreck, Probability:0.27623323}  {Name:n04251144 snorkel, Probability:0.13376224}  {Name:n09421951 sandbar, sand bar, Probability:0.08351108}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.9999975}  {Name:n02492035 capuchin, ringtail, Cebus capucinus, Probability:9.54063e-07}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:2.9926596e-07}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.5531686}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.42601326}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.017332947}
