{Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.2975172}  {Name:n02115641 dingo, warrigal, warragal, Canis dingo, Probability:0.17326921}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.13703984}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02117135 hyena, hyaena, Probability:0.61157525}  {Name:n02116738 African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus, Probability:0.05305718}  {Name:n02114367 timber wolf, grey wolf, gray wolf, Canis lupus, Probability:0.034673233}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8768428}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.020883227}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0037815482}
{Name:n01883070 wombat, Probability:0.24918433}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.18538243}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.071349144}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9817485}  {Name:n01819313 sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita, Probability:0.0018807846}  {Name:n02280649 cabbage butterfly, Probability:0.0009555959}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.96738017}  {Name:n02129165 lion, king of beasts, Panthera leo, Probability:0.0020480354}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0017252233}
{Name:n04090263 rifle, Probability:0.49595267}  {Name:n03498962 hatchet, Probability:0.17813936}  {Name:n02749479 assault rifle, assault gun, Probability:0.07542783}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.26276225}  {Name:n09288635 geyser, Probability:0.14913785}  {Name:n09468604 valley, vale, Probability:0.10375563}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.991013}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.00022283844}  {Name:n07760859 custard apple, Probability:0.00015334682}
{Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.8671596}  {Name:n02443114 polecat, fitch, foulmart, foumart, Mustela putorius, Probability:0.010989746}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.003971941}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.65940505}  {Name:n02117135 hyena, hyaena, Probability:0.10544797}  {Name:n02093991 Irish terrier, Probability:0.019523872}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.9144062}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.0023314608}  {Name:n13044778 earthstar, Probability:0.0009971196}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.5920289}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.13304216}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.075651675}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9132592}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0074850046}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.002909946}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.42357966}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.17006822}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.02220059}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.91523814}  {Name:n02117135 hyena, hyaena, Probability:0.0034925689}  {Name:n02099849 Chesapeake Bay retriever, Probability:0.0023479662}
{Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.9472525}  {Name:n02825657 bell cote, bell cot, Probability:0.0004690675}  {Name:n02443114 polecat, fitch, foulmart, foumart, Mustela putorius, Probability:0.00046640608}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9378084}  {Name:n02074367 dugong, Dugong dugon, Probability:0.008905661}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0016381979}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9844849}  {Name:n01819313 sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita, Probability:0.001368676}  {Name:n02280649 cabbage butterfly, Probability:0.00072651607}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.31785226}  {Name:n02117135 hyena, hyaena, Probability:0.1841358}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.058924146}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9111317}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.023746798}  {Name:n02117135 hyena, hyaena, Probability:0.0028875181}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.942712}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0024732263}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0018757927}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.9393902}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.005292055}  {Name:n02480855 gorilla, Gorilla gorilla, Probability:0.0024681962}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9629042}  {Name:n02280649 cabbage butterfly, Probability:0.0011667592}  {Name:n01819313 sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita, Probability:0.0009986619}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.87121207}  {Name:n02444819 otter, Probability:0.014331566}  {Name:n02077923 sea lion, Probability:0.004551514}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.7233607}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.09216536}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.018073017}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.8150305}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.022877822}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.007917195}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.83343655}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.008342452}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.004168325}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9006471}  {Name:n01819313 sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita, Probability:0.003097665}  {Name:n02280649 cabbage butterfly, Probability:0.0018051488}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8848361}  {Name:n01819313 sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita, Probability:0.0021802385}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0019680103}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.90487826}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0038321058}  {Name:n02877765 bottlecap, Probability:0.0011756963}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.78251123}  {Name:n04067472 reel, Probability:0.029488098}  {Name:n02099849 Chesapeake Bay retriever, Probability:0.014825907}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9396831}  {Name:n01819313 sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita, Probability:0.0031107732}  {Name:n02280649 cabbage butterfly, Probability:0.001124671}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.5365635}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.35428444}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.007108501}
{Name:n02447366 badger, Probability:0.09779363}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.031973016}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.019902514}
{Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.16379918}  {Name:n02804414 bassinet, Probability:0.120602936}  {Name:n03868863 oxygen mask, Probability:0.056386143}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8491212}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.005382469}  {Name:n01819313 sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita, Probability:0.0019920978}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.40666026}  {Name:n04251144 snorkel, Probability:0.38174188}  {Name:n04371430 swimming trunks, bathing trunks, Probability:0.0063368776}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.6921695}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.050823443}  {Name:n01883070 wombat, Probability:0.0059517818}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9590589}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0011847195}  {Name:n01819313 sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita, Probability:0.0011118096}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9200197}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.031741887}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0045282296}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8807073}  {Name:n02106382 Bouvier des Flandres, Bouviers des Flandres, Probability:0.016102213}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.011465027}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.9446988}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.00073204614}  {Name:n04399382 teddy, teddy bear, Probability:0.0007075632}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.9029869}  {Name:n04399382 teddy, teddy bear, Probability:0.0035875435}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.001580121}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.38802958}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.19667476}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.07159374}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.91252005}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.020844955}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0020026085}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8948709}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0057340697}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0023303973}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.90288025}  {Name:n01819313 sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita, Probability:0.0038127021}  {Name:n02074367 dugong, Dugong dugon, Probability:0.001614887}
{Name:n02117135 hyena, hyaena, Probability:0.4665924}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.24260888}  {Name:n02116738 African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus, Probability:0.05334886}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.93436736}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.014344396}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0024685168}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9685859}  {Name:n02074367 dugong, Dugong dugon, Probability:0.0018558985}  {Name:n01484850 great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias, Probability:0.00047303908}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.8025868}  {Name:n04399382 teddy, teddy bear, Probability:0.0018826331}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.0016081497}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.91249263}  {Name:n01819313 sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita, Probability:0.0045827664}  {Name:n02099712 Labrador retriever, Probability:0.0039081755}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.3799227}  {Name:n02492660 howler monkey, howler, Probability:0.17862193}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.08201827}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.87827647}  {Name:n01819313 sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita, Probability:0.0034880142}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0032350097}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9505652}  {Name:n01819313 sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita, Probability:0.004149068}  {Name:n02280649 cabbage butterfly, Probability:0.0007528182}
